query_product,query_category,model,reranking,rank,recommended_product,rec_category,rec_brand,similarity_score,rating,sold,trust_score,is_mall
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,SBERT,no,0,Điện thoại Xiaomi Mi 11 Lite 5G Rom Quốc tế tiếng Việt - Snapdragon 780G ram 8G 128G MSMS,Điện thoại,xiaomi,0.7444,4.74,93,0.45,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,PhoBERT,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.9485,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,PhoBERT,no,0,Máy tính bảng REDMI Pad SE 8.7 Wifi (4+64G | 4+128GB | 6+128G ) | LCD 90Hz | MediaTek Helio G85 8 | Pin 6650mAh,Điện thoại,xiaomi,0.9447,4.91,489,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,PhoBERT,no,0,"Màn hình máy tính Xiaomi Gaming Monitor G24i | Tám điểm nhấn vượt trội | Màn hình IPS LCD phản hồi nhanh | Chất lượng hình ảnh 1080P rõ nét | GTG 1ms Phản hồi nhanh, độ trễ thấp",Màn hình,xiaomi,0.9435,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,PhoBERT,no,0,Laptop Asus Vivobook 14 OLED A1405VA-KM257W (Intel Core i5-13500H | 16GB | 512GB | Intel Iris Xe | 14 inch 2.8K OLED) - Hàng Chính Hãng,Máy tính laptop,other,0.9362,5.0,0,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,PhoBERT,no,0,S24 Ultra 2024 Điện Thoại Di Động Mới 5G Thông Minh Android 12GB+512G 7.5inch Màn Hình Đầy Đủ Màn Hình Hd SIM+SD Hỗ Trợ Bluetooth WiFi GPS 6800mah,Điện thoại,other,0.9329,5.0,10,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-SBERT,no,0,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,Máy tính bảng,xiaomi,0.9033,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-SBERT,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.8517,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-SBERT,no,0,Máy tính bảng Xiaomi Pad 7 (8+128GB | 8+256GB) | Màn hình 3.2K 144Hz siêu rõ nét | HyperAI | Vi xử lí Snapdragon® 7+ Gen 3 Mobile Platform,Máy tính bảng,xiaomi,0.7498,4.89,196,0.85,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-SBERT,no,0,"Xiaomi 15T | Thiết kế thân máy bo tròn thanh lịch | Màn hình 6.83"" bảo vệ mắt cùng tần số quét 120Hz | Xiaomi HyperAI | Sạc nhanh HyperCharge 67W | Pin bền bỉ 5500mAh (typ)",Điện thoại,xiaomi,0.6609,5.0,34,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-SBERT,no,0,"Máy tính bảng P70 12 inch RAM 16GB ROM 1TB Android 13 15000mAh 24MP 48MP camera HD, Snapdragon 888, tần số quét cao 60Hz, hỗ trợ 4/5G, WiFi, Bluetooth, GPS và các tính năng khác, máy tính bảng giá rẻ, học tập, văn phòng, xem phim, chơi game.",Máy tính bảng,other,0.6297,5.0,18,0.5,0
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-PhoBERT,no,0,Máy tính bảng Xiaomi Pad 8 Pro (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8 Elite,Máy tính bảng,xiaomi,0.8677,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-PhoBERT,no,0,Điện thoại vivo Y04 (6GB+128GB) - Hàng Chính Hãng - 1 Đổi 1 Tháng Đầu Tiên - Bảo Hành 12 Tháng,Điện thoại,vivo,0.8486,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-PhoBERT,no,0,Apple iPhone 16 Pro 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.8272,5.0,0,0.7,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-PhoBERT,no,0,Máy tính bảng Xiaomi Pad 8 (8+128GB|8+256GB)| Pin 9.200mAh (typ) siêu lớn| Màn hình 3.2K 144Hz siêu sắc nét| Vi xử lý Snapdragon 8s Gen 4,Máy tính bảng,xiaomi,0.8219,5.0,7,0.8,1
Máy tính bảng HUAWEI MatePad 11.5 | 6GB+128GB | Màn Hình HUAWEI FullView 120 Hz | Bàn Phím Rời | Ứng Dụng Văn Phòng WPS 2.0 Chuẩn PC,Trackpad & Bàn phím,Hybrid-PhoBERT,no,0,Apple iPhone 16 Plus 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.8216,5.0,0,0.7,1
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,TF-IDF,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.3098,5.0,26,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,TF-IDF,no,0,"Điện thoại 4G giá rẻ Samsung Galaxy A51 2sim ram 6G/128G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSN",Điện thoại,samsung,0.2739,5.0,33,0.6,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,TF-IDF,no,0,Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,oppo,0.2716,4.88,202,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,TF-IDF,no,0,"Điện thoại 5G giá rẻ Samsung Galaxy S10 5G 2sim ram 8G/256G, Cấu hình Cao Chiến mọi Game mượt, Chụp ảnh đẹp, BSM",Điện thoại,samsung,0.2651,4.49,69,0.4,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,TF-IDF,no,0,"điện thoại 4G Samsung Galaxy Note 9 ram 6G/128G Chính Hãng, Chiến Game mượt, Chụp ảnh siêu đẹp -CMMF",Điện thoại,samsung,0.264,4.91,50,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,SBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.9159,5.0,26,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,SBERT,no,0,[HCM]Điện thoại LG G7 thinq cpu snap 845 ram 4gb bộ nhớ 64gb,Điện thoại,other,0.8649,4.75,0,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,SBERT,no,0,điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,sony,0.8488,5.0,9,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,SBERT,no,0,Điện thoại Y16 Ram 4G bộ nhớ 128GB Pin 5000 mAh máy chính hãng tặng kèm 1 ốp lưng,Điện thoại,vivo,0.8308,5.0,0,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,SBERT,no,0,"Điện thoại Cảm ứng Op A3 s 2sim Ram 6G/128G, màn 6.2inch,Camera siêu nét, Cày game.BẢO HÀNH 12 THÁNG",Điện thoại,other,0.7944,5.0,19,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,PhoBERT,no,0,Điện thoại Vivo Y11 6GB/128GB nguyên zin đẹp keng BH 12 tháng,Điện thoại,vivo,0.9578,4.8,23,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,PhoBERT,no,0,Điện thoại Xiaomi Mi 11 Lite 5G Rom Quốc tế tiếng Việt - Snapdragon 780G ram 8G 128G MSMS,Điện thoại,xiaomi,0.9563,4.74,93,0.45,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,PhoBERT,no,0,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,Điện thoại,other,0.9542,4.71,74,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,PhoBERT,no,0,Điện thoại Smartphone ZTE A35 Sieu Re RAM 4GB ROM 64GB -4G - MH 6.75inch- Pin 5000mAh,Điện thoại,other,0.9522,5.0,18,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,PhoBERT,no,0,"Điện thoại s.s A10 máy 2sim ram 2G/32G Chính Hãng, bảo hành 12 tháng tặng kèo sạc ốp",Điện thoại,other,0.9518,5.0,35,0.65,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-SBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.9834,5.0,26,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-SBERT,no,0,Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,oppo,0.8535,4.88,202,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-SBERT,no,0,Điện thoại Xiaomi Mi 11 Lite 5G Rom Quốc tế tiếng Việt - Snapdragon 780G ram 8G 128G MSMS,Điện thoại,xiaomi,0.8441,4.74,93,0.45,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-SBERT,no,0,Điện thoại Y16 Ram 4G bộ nhớ 128GB Pin 5000 mAh máy chính hãng tặng kèm 1 ốp lưng,Điện thoại,vivo,0.8317,5.0,0,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-SBERT,no,0,Điện thoại Vivo Y11 6GB/128GB nguyên zin đẹp keng BH 12 tháng,Điện thoại,vivo,0.784,4.8,23,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại oppo neo5 _a31. Điện thoại gia rẻ HÀNG CHÍNH HÃNG đã qua sử dụng,Điện thoại,oppo,0.9297,4.88,202,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại Xiaomi Mi 11 Lite 5G Rom Quốc tế tiếng Việt - Snapdragon 780G ram 8G 128G MSMS,Điện thoại,xiaomi,0.9239,4.74,93,0.45,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-PhoBERT,no,0,Điện thoại di động HTC Wildfire E3 lite (4GB/64GB) - Chính hãng,Điện thoại,other,0.9228,4.71,74,0.55,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-PhoBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.913,5.0,26,0.5,0
điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,Hybrid-PhoBERT,no,0,"Điện thoại s.s A10 máy 2sim ram 2G/32G Chính Hãng, bảo hành 12 tháng tặng kèo sạc ốp",Điện thoại,other,0.8884,5.0,35,0.65,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,TF-IDF,no,0,[Trả góp 0%]Dell Latitide E6430 Core i7 2620M 8G SSD 128GB 14inch GIÁ RẺ,Khác,other,0.2283,5.0,11,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,TF-IDF,no,0,"Máy tính bảng Fujitsu Arrows Tab Q738 Core i5-8350U, 8gb ram, 256gb SSD, 13.3” Full HD IPS cảm ứng đa điểm",Máy tính laptop,other,0.2274,5.0,41,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,TF-IDF,no,0,"Laptop 2020/mới 95-96% Dell Latitude 5300 i5 8265U vPro/ 8GB/ 256GB SSD/ 13.3"" / Win 10Pro/ Pin3-5h",Máy tính laptop,other,0.2229,4.94,114,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,TF-IDF,no,0,"Máy tính bảng Fujitsu Q508 Atom X7-z8750, 4gb ram, 128gb SSD, 10.1” Full HD cảm ứng",Máy tính laptop,other,0.2226,5.0,53,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,TF-IDF,no,0,IDEA-CASE | Máy Tính Bảng 2 Trong 1 H3 Windows 10 Màn Hình 8 Inch,Ốp lưng & Bao da,other,0.2209,5.0,0,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,SBERT,no,0,Laptop cũ giá rẻ core i3 i5 ram 4gb 8gb,Máy tính laptop,other,0.8399,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,SBERT,no,0,"Laptop HP 830g5, core i5 gen 8, ram 8gb, ssd 256gb, màn hình 13.3 inch fhd",Máy tính laptop,other,0.8236,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,SBERT,no,0,Laptop văn phòng chiến game nhẹ tốt giá rẻ đời cao,Máy tính laptop,other,0.8227,2.0,0,0.4,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,SBERT,no,0,"Laptop Dell Latitude 7390, E7390 màn hình 13.3 Full HD cảm ứng cao cấp, Core i7, Ram 8gb, ổ cứng SSD 256gb, laptop siêu lướt cao cấp zin 99%",Máy tính laptop,other,0.816,5.0,5,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,SBERT,no,0,"Laptop HP Elipbook 8570P Core i7-3540M, 16gb Ram, 256gb SSD, 15.6inch Full HD vỏ nhôm siêu bền",Máy tính laptop,other,0.8119,4.5,5,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,PhoBERT,no,0,Laptop 15.6 inch HP Probook 450 G5 - Intel Core i5-7200U Ram 8gb SSD 256 Pin>4h,Máy tính laptop,other,0.9491,5.0,35,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,PhoBERT,no,0,Laptop HP 4730S i5/HDD1000G/8G Hàng Nhập Khẩu Japan Giá sinh viên full box sự lựa chọn thông minh,Máy tính laptop,other,0.9451,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,PhoBERT,no,0,[Trả góp 0%]Dell Latitide E6430 Core i7 2620M 8G SSD 128GB 14inch GIÁ RẺ,Khác,other,0.9446,5.0,11,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,PhoBERT,no,0,"Laptop Nec VersaPro VK17 Core i7-4500U, 4gb Ram, 128gb SSD 13.3inch 2K HD IPS vỏ nhôm magie siêu mỏng nhẹ 800gram",Máy tính laptop,other,0.9428,4.5,16,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,PhoBERT,no,0,"Laptop nhập khẩu mỹ Asus B53E Core i5, ram 6GB, 256GB SSD, cấu hình cao chơi game ổn",Máy tính laptop,other,0.9402,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-SBERT,no,0,Laptop cũ giá rẻ core i3 i5 ram 4gb 8gb,Máy tính laptop,other,0.932,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-SBERT,no,0,"Máy tính bảng Fujitsu Q508 Atom X7-z8750, 4gb ram, 128gb SSD, 10.1” Full HD cảm ứng",Máy tính laptop,other,0.8896,5.0,53,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-SBERT,no,0,"Laptop Nec VersaPro VK17 Core i7-4500U, 4gb Ram, 128gb SSD 13.3inch 2K HD IPS vỏ nhôm magie siêu mỏng nhẹ 800gram",Máy tính laptop,other,0.8752,4.5,16,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-SBERT,no,0,Laptop văn phòng chiến game nhẹ tốt giá rẻ đời cao,Máy tính laptop,other,0.8348,2.0,0,0.4,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-SBERT,no,0,"Máy tính xách tay Lenovo Thinkpad E15 G2 Core i7-1165G7, 16gb ram, 512gb SSD, màn 15.6” Full HD vỏ nhôm cao cấp hàng nhập Nhật Bản",Máy tính laptop,lenovo,0.8219,5.0,0,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-PhoBERT,no,0,[Trả góp 0%]Dell Latitide E6430 Core i7 2620M 8G SSD 128GB 14inch GIÁ RẺ,Khác,other,0.9675,5.0,11,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-PhoBERT,no,0,"Laptop Nec VersaPro VK17 Core i7-4500U, 4gb Ram, 128gb SSD 13.3inch 2K HD IPS vỏ nhôm magie siêu mỏng nhẹ 800gram",Máy tính laptop,other,0.8896,4.5,16,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-PhoBERT,no,0,Laptop 15.6 inch HP Probook 450 G5 - Intel Core i5-7200U Ram 8gb SSD 256 Pin>4h,Máy tính laptop,other,0.8846,5.0,35,0.5,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-PhoBERT,no,0,"Máy tính bảng Fujitsu Q508 Atom X7-z8750, 4gb ram, 128gb SSD, 10.1” Full HD cảm ứng",Máy tính laptop,other,0.8836,5.0,53,0.55,0
Laptop mini Lenovo Miix 320 310 210 D330 D335 window 10 lai máy tính bảng ổ cứng SSD màn hình cảm ứng cực mượt,Máy tính laptop,Hybrid-PhoBERT,no,0,"Laptop 2 trong 1 Fujitsu Q665 Core M-5Y31, 4gb ram, 128gb SSD, 11.6” Full HD cảm ứng nhập khẩu nhật bản",Máy tính laptop,other,0.8416,4.67,16,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,TF-IDF,no,0,[MỚI] Điện thoại vivo Y19s (8GB+128GB) - 1 Đổi 1 trong tháng đầu tiên - Bảo hành chính hãng 12 tháng,Điện thoại,vivo,0.2382,5.0,0,0.7,1
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,TF-IDF,no,0,Apple iPhone 16 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2357,5.0,0,0.7,1
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,TF-IDF,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.2289,5.0,26,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,TF-IDF,no,0,Apple iPhone 16 Plus 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2286,5.0,0,0.7,1
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,TF-IDF,no,0,Apple iPhone 16 Pro 128GB - Chính Hãng (VN/A),Điện thoại,apple,0.2254,5.0,0,0.7,1
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,SBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.8562,5.0,26,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,SBERT,no,0,điện thoại VV Y.11 Ram 6/126GB Pin khủng 5000 mAh,Điện thoại,vivo,0.8488,5.0,69,0.55,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,SBERT,no,0,[HCM]Điện thoại LG G7 thinq cpu snap 845 ram 4gb bộ nhớ 64gb,Điện thoại,other,0.8306,4.75,0,0.55,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,SBERT,no,0,UODEGA Tap P70 Tablet với màn hình 12 inch Android13 Full HD Hỗ trợ SIM kép Dung lượng cực lớn 16GB+1TB 15000mAh COD Ultra High Camera 48PM Máy tính bảng đa chức năng 🔥 Mua 1 tặng 6 🔥,Máy tính bảng,other,0.8062,5.0,51,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,SBERT,no,0,Máy tính bảng Samsung tab T295 Ram 2GB bộ nhớ 32GB Android 11 sim 4G máy đẹp 99,Máy tính bảng,samsung,0.8059,5.0,33,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,PhoBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.9564,5.0,26,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,PhoBERT,no,0,"Điện thoại Vivo S1 2sim ram 8G rom 256G Zin đẹp, Cảm biến vân tay trên màn hình",Điện thoại,vivo,0.9521,5.0,0,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,PhoBERT,no,0,Điện thoại Smartphone ZTE A35 Sieu Re RAM 4GB ROM 64GB -4G - MH 6.75inch- Pin 5000mAh,Điện thoại,other,0.9489,5.0,18,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,PhoBERT,no,0,[HCM]Điện thoại LG G7 thinq cpu snap 845 ram 4gb bộ nhớ 64gb,Điện thoại,other,0.9475,4.75,0,0.55,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,PhoBERT,no,0,New i17 Pro Max điện thoại thông minh 6.9inch HD đt Đài FM 16G/1TB điện thoại rẻ cho học sinh 4G/5G,Điện thoại,other,0.947,5.0,0,0.5,0
điện thoại sony xperia 1 mark II 2 sim snap 865 ram 8gb 128gb 6.5 inch,Điện thoại,Hybrid-SBERT,no,0,điện thoại V.V Y.93 Ram 6/128GB 2sim Pin trâu 4030 mAh,Điện thoại,vivo,0.9675,5.0,26,0.5,0
